p0 (For observed curve),n_qc_max (For observed curve),p0(For analytic curve),n_qc_max (For analytic curve)
,,4.192458491698e-10,7.063613276096e-01
,,4.193058611722e-10,7.063568837880e-01
,,4.193658731746e-10,7.063524280169e-01
,,4.194258851770e-10,7.063479603067e-01
,,4.194858971794e-10,7.063434806680e-01
,,4.195459091818e-10,7.063389891114e-01
,,4.196059211842e-10,7.063344856474e-01
,,4.196659331866e-10,7.063299702864e-01
,,4.197259451890e-10,7.063254430391e-01
,,4.197859571914e-10,7.063209039158e-01
,,4.198459691938e-10,7.063163529272e-01
,,4.199059811962e-10,7.063117900836e-01
,,4.199659931986e-10,7.063072153955e-01
,,4.200260052010e-10,7.063026288734e-01
,,4.200860172034e-10,7.062980305278e-01
,,4.201460292058e-10,7.062934203690e-01
,,4.202060412082e-10,7.062887984075e-01
,,4.202660532106e-10,7.062841646537e-01
,,4.203260652130e-10,7.062795191181e-01
,,4.203860772154e-10,7.062748618109e-01
,,4.204460892178e-10,7.062701927427e-01
,,4.205061012202e-10,7.062655119237e-01
,,4.205661132226e-10,7.062608193644e-01
,,4.206261252250e-10,7.062561150752e-01
,,4.206861372274e-10,7.062513990663e-01
,,4.207461492298e-10,7.062466713481e-01
,,4.208061612322e-10,7.062419319309e-01
,,4.208661732346e-10,7.062371808252e-01
,,4.209261852370e-10,7.062324180411e-01
,,4.209861972394e-10,7.062276435890e-01
,,4.210462092418e-10,7.062228574791e-01
,,4.211062212442e-10,7.062180597218e-01
,,4.211662332466e-10,7.062132503274e-01
,,4.212262452490e-10,7.062084293061e-01
,,4.212862572515e-10,7.062035966681e-01
,,4.213462692539e-10,7.061987524237e-01
,,4.214062812563e-10,7.061938965832e-01
,,4.214662932587e-10,7.061890291568e-01
,,4.215263052611e-10,7.061841501546e-01
,,4.215863172635e-10,7.061792595869e-01
,,4.216463292659e-10,7.061743574640e-01
,,4.217063412683e-10,7.061694437959e-01
,,4.217663532707e-10,7.061645185929e-01
,,4.218263652731e-10,7.061595818651e-01
,,4.218863772755e-10,7.061546336228e-01
,,4.219463892779e-10,7.061496738760e-01
,,4.220064012803e-10,7.061447026349e-01
,,4.220664132827e-10,7.061397199096e-01
,,4.221264252851e-10,7.061347257103e-01
,,4.221864372875e-10,7.061297200471e-01
,,4.222464492899e-10,7.061247029301e-01
,,4.223064612923e-10,7.061196743693e-01
,,4.223664732947e-10,7.061146343749e-01
,,4.224264852971e-10,7.061095829570e-01
,,4.224864972995e-10,7.061045201256e-01
,,4.225465093019e-10,7.060994458908e-01
,,4.226065213043e-10,7.060943602625e-01
,,4.226665333067e-10,7.060892632510e-01
,,4.227265453091e-10,7.060841548662e-01
,,4.227865573115e-10,7.060790351181e-01
,,4.228465693139e-10,7.060739040167e-01
,,4.229065813163e-10,7.060687615721e-01
,,4.229665933187e-10,7.060636077943e-01
,,4.230266053211e-10,7.060584426931e-01
,,4.230866173235e-10,7.060532662787e-01
,,4.231466293259e-10,7.060480785609e-01
,,4.232066413283e-10,7.060428795498e-01
,,4.232666533307e-10,7.060376692553e-01
,,4.233266653331e-10,7.060324476873e-01
,,4.233866773355e-10,7.060272148558e-01
,,4.234466893379e-10,7.060219707706e-01
,,4.235067013403e-10,7.060167154418e-01
,,4.235667133427e-10,7.060114488791e-01
,,4.236267253451e-10,7.060061710926e-01
,,4.236867373475e-10,7.060008820920e-01
,,4.237467493499e-10,7.059955818873e-01
,,4.238067613523e-10,7.059902704884e-01
,,4.238667733547e-10,7.059849479050e-01
,,4.239267853571e-10,7.059796141471e-01
,,4.239867973595e-10,7.059742692244e-01
,,4.240468093619e-10,7.059689131469e-01
,,4.241068213643e-10,7.059635459244e-01
,,4.241668333667e-10,7.059581675665e-01
,,4.242268453691e-10,7.059527780833e-01
,,4.242868573715e-10,7.059473774844e-01
,,4.243468693739e-10,7.059419657796e-01
,,4.244068813763e-10,7.059365429788e-01
,,4.244668933787e-10,7.059311090917e-01
,,4.245269053811e-10,7.059256641280e-01
,,4.245869173835e-10,7.059202080976e-01
,,4.246469293859e-10,7.059147410101e-01
,,4.247069413883e-10,7.059092628753e-01
,,4.247669533907e-10,7.059037737029e-01
,,4.248269653931e-10,7.058982735027e-01
,,4.248869773955e-10,7.058927622843e-01
,,4.249469893979e-10,7.058872400574e-01
,,4.250070014003e-10,7.058817068318e-01
,,4.250670134027e-10,7.058761626170e-01
,,4.251270254051e-10,7.058706074229e-01
,,4.251870374075e-10,7.058650412590e-01
,,4.252470494099e-10,7.058594641350e-01
,,4.253070614123e-10,7.058538760606e-01
,,4.253670734147e-10,7.058482770453e-01
,,4.254270854171e-10,7.058426670989e-01
,,4.254870974195e-10,7.058370462309e-01
,,4.255471094219e-10,7.058314144510e-01
,,4.256071214243e-10,7.058257717687e-01
,,4.256671334267e-10,7.058201181937e-01
,,4.257271454291e-10,7.058144537354e-01
,,4.257871574315e-10,7.058087784036e-01
,,4.258471694339e-10,7.058030922078e-01
,,4.259071814363e-10,7.057973951575e-01
,,4.259671934387e-10,7.057916872623e-01
,,4.260272054411e-10,7.057859685317e-01
,,4.260872174435e-10,7.057802389753e-01
,,4.261472294459e-10,7.057744986025e-01
,,4.262072414483e-10,7.057687474230e-01
,,4.262672534507e-10,7.057629854462e-01
,,4.263272654531e-10,7.057572126815e-01
,,4.263872774555e-10,7.057514291386e-01
,,4.264472894579e-10,7.057456348268e-01
,,4.265073014603e-10,7.057398297557e-01
,,4.265673134627e-10,7.057340139347e-01
,,4.266273254651e-10,7.057281873733e-01
,,4.266873374675e-10,7.057223500809e-01
,,4.267473494699e-10,7.057165020669e-01
,,4.268073614723e-10,7.057106433408e-01
,,4.268673734747e-10,7.057047739120e-01
,,4.269273854771e-10,7.056988937900e-01
,,4.269873974795e-10,7.056930029840e-01
,,4.270474094819e-10,7.056871015036e-01
,,4.271074214843e-10,7.056811893581e-01
,,4.271674334867e-10,7.056752665569e-01
,,4.272274454891e-10,7.056693331093e-01
,,4.272874574915e-10,7.056633890247e-01
,,4.273474694939e-10,7.056574343125e-01
,,4.274074814963e-10,7.056514689820e-01
,,4.274674934987e-10,7.056454930426e-01
,,4.275275055011e-10,7.056395065035e-01
,,4.275875175035e-10,7.056335093741e-01
,,4.276475295059e-10,7.056275016637e-01
,,4.277075415083e-10,7.056214833817e-01
,,4.277675535107e-10,7.056154545372e-01
,,4.278275655131e-10,7.056094151396e-01
,,4.278875775155e-10,7.056033651982e-01
,,4.279475895179e-10,7.055973047223e-01
,,4.280076015203e-10,7.055912337210e-01
,,4.280676135227e-10,7.055851522037e-01
,,4.281276255251e-10,7.055790601795e-01
,,4.281876375275e-10,7.055729576578e-01
,,4.282476495299e-10,7.055668446477e-01
,,4.283076615323e-10,7.055607211586e-01
,,4.283676735347e-10,7.055545871994e-01
,,4.284276855371e-10,7.055484427796e-01
,,4.284876975395e-10,7.055422879083e-01
,,4.285477095419e-10,7.055361225946e-01
,,4.286077215443e-10,7.055299468478e-01
,,4.286677335467e-10,7.055237606769e-01
,,4.287277455491e-10,7.055175640913e-01
,,4.287877575515e-10,7.055113570999e-01
,,4.288477695539e-10,7.055051397120e-01
,,4.289077815563e-10,7.054989119368e-01
,,4.289677935587e-10,7.054926737832e-01
,,4.290278055611e-10,7.054864252605e-01
,,4.290878175635e-10,7.054801663778e-01
,,4.291478295659e-10,7.054738971441e-01
,,4.292078415683e-10,7.054676175686e-01
,,4.292678535707e-10,7.054613276604e-01
,,4.293278655731e-10,7.054550274284e-01
,,4.293878775755e-10,7.054487168819e-01
,,4.294478895779e-10,7.054423960298e-01
,,4.295079015803e-10,7.054360648812e-01
,,4.295679135827e-10,7.054297234452e-01
,,4.296279255851e-10,7.054233717307e-01
,,4.296879375875e-10,7.054170097469e-01
,,4.297479495899e-10,7.054106375027e-01
,,4.298079615923e-10,7.054042550072e-01
,,4.298679735947e-10,7.053978622693e-01
,,4.299279855971e-10,7.053914592981e-01
,,4.299879975995e-10,7.053850461026e-01
,,4.300480096019e-10,7.053786226917e-01
,,4.301080216043e-10,7.053721890743e-01
,,4.301680336067e-10,7.053657452596e-01
,,4.302280456091e-10,7.053592912564e-01
,,4.302880576115e-10,7.053528270736e-01
,,4.303480696139e-10,7.053463527202e-01
,,4.304080816163e-10,7.053398682052e-01
,,4.304680936187e-10,7.053333735375e-01
,,4.305281056211e-10,7.053268687259e-01
,,4.305881176235e-10,7.053203537794e-01
,,4.306481296259e-10,7.053138287070e-01
,,4.307081416283e-10,7.053072935174e-01
,,4.307681536307e-10,7.053007482195e-01
,,4.308281656331e-10,7.052941928224e-01
,,4.308881776355e-10,7.052876273347e-01
,,4.309481896379e-10,7.052810517654e-01
,,4.310082016403e-10,7.052744661234e-01
,,4.310682136427e-10,7.052678704174e-01
,,4.311282256451e-10,7.052612646563e-01
,,4.311882376475e-10,7.052546488489e-01
,,4.312482496499e-10,7.052480230042e-01
,,4.313082616523e-10,7.052413871307e-01
,,4.313682736547e-10,7.052347412375e-01
,,4.314282856571e-10,7.052280853332e-01
,,4.314882976595e-10,7.052214194267e-01
,,4.315483096619e-10,7.052147435268e-01
,,4.316083216643e-10,7.052080576421e-01
,,4.316683336667e-10,7.052013617816e-01
,,4.317283456691e-10,7.051946559539e-01
,,4.317883576715e-10,7.051879401677e-01
,,4.318483696739e-10,7.051812144319e-01
,,4.319083816763e-10,7.051744787552e-01
,,4.319683936787e-10,7.051677331463e-01
,,4.320284056811e-10,7.051609776138e-01
,,4.320884176835e-10,7.051542121666e-01
,,4.321484296859e-10,7.051474368134e-01
,,4.322084416883e-10,7.051406515627e-01
,,4.322684536907e-10,7.051338564234e-01
,,4.323284656931e-10,7.051270514040e-01
,,4.323884776955e-10,7.051202365133e-01
,,4.324484896979e-10,7.051134117599e-01
,,4.325085017003e-10,7.051065771525e-01
,,4.325685137027e-10,7.050997326998e-01
,,4.326285257051e-10,7.050928784103e-01
,,4.326885377075e-10,7.050860142927e-01
,,4.327485497099e-10,7.050791403556e-01
,,4.328085617123e-10,7.050722566077e-01
,,4.328685737147e-10,7.050653630575e-01
,,4.329285857171e-10,7.050584597137e-01
,,4.329885977195e-10,7.050515465849e-01
,,4.330486097219e-10,7.050446236796e-01
,,4.331086217243e-10,7.050376910064e-01
,,4.331686337267e-10,7.050307485739e-01
,,4.332286457291e-10,7.050237963907e-01
,,4.332886577315e-10,7.050168344653e-01
,,4.333486697339e-10,7.050098628062e-01
,,4.334086817363e-10,7.050028814220e-01
,,4.334686937387e-10,7.049958903213e-01
,,4.335287057411e-10,7.049888895125e-01
,,4.335887177435e-10,7.049818790043e-01
,,4.336487297459e-10,7.049748588050e-01
,,4.337087417483e-10,7.049678289232e-01
,,4.337687537508e-10,7.049607893674e-01
,,4.338287657532e-10,7.049537401460e-01
,,4.338887777556e-10,7.049466812677e-01
,,4.339487897580e-10,7.049396127407e-01
,,4.340088017604e-10,7.049325345737e-01
,,4.340688137628e-10,7.049254467750e-01
,,4.341288257652e-10,7.049183493531e-01
,,4.341888377676e-10,7.049112423164e-01
,,4.342488497700e-10,7.049041256735e-01
,,4.343088617724e-10,7.048969994326e-01
,,4.343688737748e-10,7.048898636023e-01
,,4.344288857772e-10,7.048827181909e-01
,,4.344888977796e-10,7.048755632069e-01
,,4.345489097820e-10,7.048683986586e-01
,,4.346089217844e-10,7.048612245545e-01
,,4.346689337868e-10,7.048540409028e-01
,,4.347289457892e-10,7.048468477121e-01
,,4.347889577916e-10,7.048396449906e-01
,,4.348489697940e-10,7.048324327468e-01
,,4.349089817964e-10,7.048252109889e-01
,,4.349689937988e-10,7.048179797253e-01
,,4.350290058012e-10,7.048107389644e-01
,,4.350890178036e-10,7.048034887145e-01
,,4.351490298060e-10,7.047962289839e-01
,,4.352090418084e-10,7.047889597809e-01
,,4.352690538108e-10,7.047816811139e-01
,,4.353290658132e-10,7.047743929911e-01
,,4.353890778156e-10,7.047670954208e-01
,,4.354490898180e-10,7.047597884114e-01
,,4.355091018204e-10,7.047524719711e-01
,,4.355691138228e-10,7.047451461081e-01
,,4.356291258252e-10,7.047378108307e-01
,,4.356891378276e-10,7.047304661473e-01
,,4.357491498300e-10,7.047231120660e-01
,,4.358091618324e-10,7.047157485950e-01
,,4.358691738348e-10,7.047083757427e-01
,,4.359291858372e-10,7.047009935173e-01
,,4.359891978396e-10,7.046936019269e-01
,,4.360492098420e-10,7.046862009797e-01
,,4.361092218444e-10,7.046787906841e-01
,,4.361692338468e-10,7.046713710481e-01
,,4.362292458492e-10,7.046639420801e-01
,,4.362892578516e-10,7.046565037880e-01
,,4.363492698540e-10,7.046490561803e-01
,,4.364092818564e-10,7.046415992649e-01
,,4.364692938588e-10,7.046341330501e-01
,,4.365293058612e-10,7.046266575440e-01
,,4.365893178636e-10,7.046191727548e-01
,,4.366493298660e-10,7.046116786906e-01
,,4.367093418684e-10,7.046041753595e-01
,,4.367693538708e-10,7.045966627697e-01
,,4.368293658732e-10,7.045891409293e-01
,,4.368893778756e-10,7.045816098464e-01
,,4.369493898780e-10,7.045740695291e-01
,,4.370094018804e-10,7.045665199856e-01
,,4.370694138828e-10,7.045589612238e-01
,,4.371294258852e-10,7.045513932519e-01
,,4.371894378876e-10,7.045438160779e-01
,,4.372494498900e-10,7.045362297100e-01
,,4.373094618924e-10,7.045286341561e-01
,,4.373694738948e-10,7.045210294244e-01
,,4.374294858972e-10,7.045134155229e-01
,,4.374894978996e-10,7.045057924596e-01
,,4.375495099020e-10,7.044981602426e-01
,,4.376095219044e-10,7.044905188798e-01
,,4.376695339068e-10,7.044828683794e-01
,,4.377295459092e-10,7.044752087493e-01
,,4.377895579116e-10,7.044675399975e-01
,,4.378495699140e-10,7.044598621320e-01
,,4.379095819164e-10,7.044521751608e-01
,,4.379695939188e-10,7.044444790919e-01
,,4.380296059212e-10,7.044367739333e-01
,,4.380896179236e-10,7.044290596930e-01
,,4.381496299260e-10,7.044213363788e-01
,,4.382096419284e-10,7.044136039989e-01
,,4.382696539308e-10,7.044058625610e-01
,,4.383296659332e-10,7.043981120731e-01
,,4.383896779356e-10,7.043903525433e-01
,,4.384496899380e-10,7.043825839794e-01
,,4.385097019404e-10,7.043748063893e-01
,,4.385697139428e-10,7.043670197809e-01
,,4.386297259452e-10,7.043592241622e-01
,,4.386897379476e-10,7.043514195411e-01
,,4.387497499500e-10,7.043436059254e-01
,,4.388097619524e-10,7.043357833230e-01
,,4.388697739548e-10,7.043279517419e-01
,,4.389297859572e-10,7.043201111898e-01
,,4.389897979596e-10,7.043122616747e-01
,,4.390498099620e-10,7.043044032044e-01
,,4.391098219644e-10,7.042965357867e-01
,,4.391698339668e-10,7.042886594295e-01
,,4.392298459692e-10,7.042807741407e-01
,,4.392898579716e-10,7.042728799281e-01
,,4.393498699740e-10,7.042649767994e-01
,,4.394098819764e-10,7.042570647626e-01
,,4.394698939788e-10,7.042491438253e-01
,,4.395299059812e-10,7.042412139955e-01
,,4.395899179836e-10,7.042332752809e-01
,,4.396499299860e-10,7.042253276893e-01
,,4.397099419884e-10,7.042173712285e-01
,,4.397699539908e-10,7.042094059063e-01
,,4.398299659932e-10,7.042014317304e-01
,,4.398899779956e-10,7.041934487086e-01
,,4.399499899980e-10,7.041854568486e-01
,,4.400100020004e-10,7.041774561582e-01
,,4.400700140028e-10,7.041694466452e-01
,,4.401300260052e-10,7.041614283173e-01
,,4.401900380076e-10,7.041534011821e-01
,,4.402500500100e-10,7.041453652475e-01
,,4.403100620124e-10,7.041373205211e-01
,,4.403700740148e-10,7.041292670106e-01
,,4.404300860172e-10,7.041212047238e-01
,,4.404900980196e-10,7.041131336684e-01
,,4.405501100220e-10,7.041050538519e-01
,,4.406101220244e-10,7.040969652822e-01
,,4.406701340268e-10,7.040888679668e-01
,,4.407301460292e-10,7.040807619135e-01
,,4.407901580316e-10,7.040726471299e-01
,,4.408501700340e-10,7.040645236236e-01
,,4.409101820364e-10,7.040563914024e-01
,,4.409701940388e-10,7.040482504738e-01
,,4.410302060412e-10,7.040401008455e-01
,,4.410902180436e-10,7.040319425251e-01
,,4.411502300460e-10,7.040237755202e-01
,,4.412102420484e-10,7.040155998384e-01
,,4.412702540508e-10,7.040074154874e-01
,,4.413302660532e-10,7.039992224748e-01
,,4.413902780556e-10,7.039910208081e-01
,,4.414502900580e-10,7.039828104949e-01
,,4.415103020604e-10,7.039745915428e-01
,,4.415703140628e-10,7.039663639594e-01
,,4.416303260652e-10,7.039581277522e-01
,,4.416903380676e-10,7.039498829289e-01
,,4.417503500700e-10,7.039416294969e-01
,,4.418103620724e-10,7.039333674638e-01
,,4.418703740748e-10,7.039250968371e-01
,,4.419303860772e-10,7.039168176245e-01
,,4.419903980796e-10,7.039085298333e-01
,,4.420504100820e-10,7.039002334712e-01
,,4.421104220844e-10,7.038919285456e-01
,,4.421704340868e-10,7.038836150640e-01
,,4.422304460892e-10,7.038752930340e-01
,,4.422904580916e-10,7.038669624631e-01
,,4.423504700940e-10,7.038586233587e-01
,,4.424104820964e-10,7.038502757283e-01
,,4.424704940988e-10,7.038419195793e-01
,,4.425305061012e-10,7.038335549194e-01
,,4.425905181036e-10,7.038251817558e-01
,,4.426505301060e-10,7.038168000961e-01
,,4.427105421084e-10,7.038084099478e-01
,,4.427705541108e-10,7.038000113182e-01
,,4.428305661132e-10,7.037916042147e-01
,,4.428905781156e-10,7.037831886450e-01
,,4.429505901180e-10,7.037747646162e-01
,,4.430106021204e-10,7.037663321360e-01
,,4.430706141228e-10,7.037578912116e-01
,,4.431306261252e-10,7.037494418505e-01
,,4.431906381276e-10,7.037409840600e-01
,,4.432506501300e-10,7.037325178476e-01
,,4.433106621324e-10,7.037240432207e-01
,,4.433706741348e-10,7.037155601866e-01
,,4.434306861372e-10,7.037070687527e-01
,,4.434906981396e-10,7.036985689263e-01
,,4.435507101420e-10,7.036900607149e-01
,,4.436107221444e-10,7.036815441257e-01
,,4.436707341468e-10,7.036730191661e-01
,,4.437307461492e-10,7.036644858435e-01
,,4.437907581516e-10,7.036559441652e-01
,,4.438507701540e-10,7.036473941385e-01
,,4.439107821564e-10,7.036388357707e-01
,,4.439707941588e-10,7.036302690692e-01
,,4.440308061612e-10,7.036216940412e-01
,,4.440908181636e-10,7.036131106941e-01
,,4.441508301660e-10,7.036045190351e-01
,,4.442108421684e-10,7.035959190715e-01
,,4.442708541708e-10,7.035873108107e-01
,,4.443308661732e-10,7.035786942598e-01
,,4.443908781756e-10,7.035700694263e-01
,,4.444508901780e-10,7.035614363172e-01
,,4.445109021804e-10,7.035527949399e-01
,,4.445709141828e-10,7.035441453016e-01
,,4.446309261852e-10,7.035354874096e-01
,,4.446909381876e-10,7.035268212711e-01
,,4.447509501900e-10,7.035181468934e-01
,,4.448109621924e-10,7.035094642836e-01
,,4.448709741948e-10,7.035007734490e-01
,,4.449309861972e-10,7.034920743967e-01
,,4.449909981996e-10,7.034833671341e-01
,,4.450510102020e-10,7.034746516683e-01
,,4.451110222044e-10,7.034659280064e-01
,,4.451710342068e-10,7.034571961558e-01
,,4.452310462092e-10,7.034484561235e-01
,,4.452910582116e-10,7.034397079167e-01
,,4.453510702140e-10,7.034309515427e-01
,,4.454110822164e-10,7.034221870085e-01
,,4.454710942188e-10,7.034134143213e-01
,,4.455311062212e-10,7.034046334883e-01
,,4.455911182236e-10,7.033958445166e-01
,,4.456511302260e-10,7.033870474133e-01
,,4.457111422284e-10,7.033782421857e-01
,,4.457711542308e-10,7.033694288407e-01
,,4.458311662332e-10,7.033606073856e-01
,,4.458911782356e-10,7.033517778273e-01
,,4.459511902380e-10,7.033429401732e-01
,,4.460112022404e-10,7.033340944302e-01
,,4.460712142428e-10,7.033252406054e-01
,,4.461312262452e-10,7.033163787059e-01
,,4.461912382476e-10,7.033075087389e-01
,,4.462512502501e-10,7.032986307113e-01
,,4.463112622525e-10,7.032897446303e-01
,,4.463712742549e-10,7.032808505029e-01
,,4.464312862573e-10,7.032719483362e-01
,,4.464912982597e-10,7.032630381372e-01
,,4.465513102621e-10,7.032541199129e-01
,,4.466113222645e-10,7.032451936705e-01
,,4.466713342669e-10,7.032362594169e-01
,,4.467313462693e-10,7.032273171592e-01
,,4.467913582717e-10,7.032183669043e-01
,,4.468513702741e-10,7.032094086594e-01
,,4.469113822765e-10,7.032004424313e-01
,,4.469713942789e-10,7.031914682272e-01
,,4.470314062813e-10,7.031824860540e-01
,,4.470914182837e-10,7.031734959187e-01
,,4.471514302861e-10,7.031644978283e-01
,,4.472114422885e-10,7.031554917897e-01
,,4.472714542909e-10,7.031464778100e-01
,,4.473314662933e-10,7.031374558960e-01
,,4.473914782957e-10,7.031284260548e-01
,,4.474514902981e-10,7.031193882934e-01
,,4.475115023005e-10,7.031103426186e-01
,,4.475715143029e-10,7.031012890373e-01
,,4.476315263053e-10,7.030922275567e-01
,,4.476915383077e-10,7.030831581835e-01
,,4.477515503101e-10,7.030740809247e-01
,,4.478115623125e-10,7.030649957872e-01
,,4.478715743149e-10,7.030559027779e-01
,,4.479315863173e-10,7.030468019038e-01
,,4.479915983197e-10,7.030376931717e-01
,,4.480516103221e-10,7.030285765885e-01
,,4.481116223245e-10,7.030194521611e-01
,,4.481716343269e-10,7.030103198964e-01
,,4.482316463293e-10,7.030011798013e-01
,,4.482916583317e-10,7.029920318826e-01
,,4.483516703341e-10,7.029828761472e-01
,,4.484116823365e-10,7.029737126020e-01
,,4.484716943389e-10,7.029645412538e-01
,,4.485317063413e-10,7.029553621095e-01
,,4.485917183437e-10,7.029461751759e-01
,,4.486517303461e-10,7.029369804598e-01
,,4.487117423485e-10,7.029277779681e-01
,,4.487717543509e-10,7.029185677076e-01
,,4.488317663533e-10,7.029093496850e-01
,,4.488917783557e-10,7.029001239073e-01
,,4.489517903581e-10,7.028908903813e-01
,,4.490118023605e-10,7.028816491136e-01
,,4.490718143629e-10,7.028724001112e-01
,,4.491318263653e-10,7.028631433808e-01
,,4.491918383677e-10,7.028538789291e-01
,,4.492518503701e-10,7.028446067631e-01
,,4.493118623725e-10,7.028353268893e-01
,,4.493718743749e-10,7.028260393147e-01
,,4.494318863773e-10,7.028167440459e-01
,,4.494918983797e-10,7.028074410897e-01
,,4.495519103821e-10,7.027981304529e-01
,,4.496119223845e-10,7.027888121422e-01
,,4.496719343869e-10,7.027794861643e-01
,,4.497319463893e-10,7.027701525260e-01
,,4.497919583917e-10,7.027608112340e-01
,,4.498519703941e-10,7.027514622950e-01
,,4.499119823965e-10,7.027421057157e-01
,,4.499719943989e-10,7.027327415028e-01
,,4.500320064013e-10,7.027233696631e-01
,,4.500920184037e-10,7.027139902031e-01
,,4.501520304061e-10,7.027046031297e-01
,,4.502120424085e-10,7.026952084495e-01
,,4.502720544109e-10,7.026858061692e-01
,,4.503320664133e-10,7.026763962954e-01
,,4.503920784157e-10,7.026669788348e-01
,,4.504520904181e-10,7.026575537940e-01
,,4.505121024205e-10,7.026481211799e-01
,,4.505721144229e-10,7.026386809988e-01
,,4.506321264253e-10,7.026292332576e-01
,,4.506921384277e-10,7.026197779629e-01
,,4.507521504301e-10,7.026103151212e-01
,,4.508121624325e-10,7.026008447393e-01
,,4.508721744349e-10,7.025913668237e-01
,,4.509321864373e-10,7.025818813810e-01
,,4.509921984397e-10,7.025723884179e-01
,,4.510522104421e-10,7.025628879410e-01
,,4.511122224445e-10,7.025533799568e-01
,,4.511722344469e-10,7.025438644720e-01
,,4.512322464493e-10,7.025343414931e-01
,,4.512922584517e-10,7.025248110268e-01
,,4.513522704541e-10,7.025152730795e-01
,,4.514122824565e-10,7.025057276579e-01
,,4.514722944589e-10,7.024961747686e-01
,,4.515323064613e-10,7.024866144180e-01
,,4.515923184637e-10,7.024770466128e-01
,,4.516523304661e-10,7.024674713594e-01
,,4.517123424685e-10,7.024578886645e-01
,,4.517723544709e-10,7.024482985346e-01
,,4.518323664733e-10,7.024387009761e-01
,,4.518923784757e-10,7.024290959957e-01
,,4.519523904781e-10,7.024194835998e-01
,,4.520124024805e-10,7.024098637950e-01
,,4.520724144829e-10,7.024002365877e-01
,,4.521324264853e-10,7.023906019845e-01
,,4.521924384877e-10,7.023809599919e-01
,,4.522524504901e-10,7.023713106163e-01
,,4.523124624925e-10,7.023616538642e-01
,,4.523724744949e-10,7.023519897422e-01
,,4.524324864973e-10,7.023423182567e-01
,,4.524924984997e-10,7.023326394141e-01
,,4.525525105021e-10,7.023229532209e-01
,,4.526125225045e-10,7.023132596837e-01
,,4.526725345069e-10,7.023035588088e-01
,,4.527325465093e-10,7.022938506026e-01
,,4.527925585117e-10,7.022841350717e-01
,,4.528525705141e-10,7.022744122225e-01
,,4.529125825165e-10,7.022646820613e-01
,,4.529725945189e-10,7.022549445947e-01
,,4.530326065213e-10,7.022451998290e-01
,,4.530926185237e-10,7.022354477706e-01
,,4.531526305261e-10,7.022256884260e-01
,,4.532126425285e-10,7.022159218016e-01
,,4.532726545309e-10,7.022061479037e-01
,,4.533326665333e-10,7.021963667388e-01
,,4.533926785357e-10,7.021865783133e-01
,,4.534526905381e-10,7.021767826334e-01
,,4.535127025405e-10,7.021669797057e-01
,,4.535727145429e-10,7.021571695364e-01
,,4.536327265453e-10,7.021473521319e-01
,,4.536927385477e-10,7.021375274987e-01
,,4.537527505501e-10,7.021276956429e-01
,,4.538127625525e-10,7.021178565711e-01
,,4.538727745549e-10,7.021080102895e-01
,,4.539327865573e-10,7.020981568045e-01
,,4.539927985597e-10,7.020882961224e-01
,,4.540528105621e-10,7.020784282496e-01
,,4.541128225645e-10,7.020685531923e-01
,,4.541728345669e-10,7.020586709568e-01
,,4.542328465693e-10,7.020487815496e-01
,,4.542928585717e-10,7.020388849768e-01
,,4.543528705741e-10,7.020289812448e-01
,,4.544128825765e-10,7.020190703599e-01
,,4.544728945789e-10,7.020091523284e-01
,,4.545329065813e-10,7.019992271566e-01
,,4.545929185837e-10,7.019892948506e-01
,,4.546529305861e-10,7.019793554169e-01
,,4.547129425885e-10,7.019694088617e-01
,,4.547729545909e-10,7.019594551912e-01
,,4.548329665933e-10,7.019494944117e-01
,,4.548929785957e-10,7.019395265295e-01
,,4.549529905981e-10,7.019295515507e-01
,,4.550130026005e-10,7.019195694817e-01
,,4.550730146029e-10,7.019095803286e-01
,,4.551330266053e-10,7.018995840978e-01
,,4.551930386077e-10,7.018895807954e-01
,,4.552530506101e-10,7.018795704276e-01
,,4.553130626125e-10,7.018695530007e-01
,,4.553730746149e-10,7.018595285209e-01
,,4.554330866173e-10,7.018494969944e-01
,,4.554930986197e-10,7.018394584273e-01
,,4.555531106221e-10,7.018294128259e-01
,,4.556131226245e-10,7.018193601964e-01
,,4.556731346269e-10,7.018093005449e-01
,,4.557331466293e-10,7.017992338776e-01
,,4.557931586317e-10,7.017891602007e-01
,,4.558531706341e-10,7.017790795204e-01
,,4.559131826365e-10,7.017689918428e-01
,,4.559731946389e-10,7.017588971741e-01
,,4.560332066413e-10,7.017487955204e-01
,,4.560932186437e-10,7.017386868879e-01
,,4.561532306461e-10,7.017285712827e-01
,,4.562132426485e-10,7.017184487109e-01
,,4.562732546509e-10,7.017083191788e-01
,,4.563332666533e-10,7.016981826924e-01
,,4.563932786557e-10,7.016880392578e-01
,,4.564532906581e-10,7.016778888811e-01
,,4.565133026605e-10,7.016677315685e-01
,,4.565733146629e-10,7.016575673261e-01
,,4.566333266653e-10,7.016473961599e-01
,,4.566933386677e-10,7.016372180761e-01
,,4.567533506701e-10,7.016270330807e-01
,,4.568133626725e-10,7.016168411798e-01
,,4.568733746749e-10,7.016066423796e-01
,,4.569333866773e-10,7.015964366860e-01
,,4.569933986797e-10,7.015862241052e-01
,,4.570534106821e-10,7.015760046433e-01
,,4.571134226845e-10,7.015657783062e-01
,,4.571734346869e-10,7.015555451000e-01
,,4.572334466893e-10,7.015453050308e-01
